E_ID	pubmed	symbol	reference gene	chr	satrt_p	end_p	species	Biosample_name	experiment_class	enhancer_experiment	Enhancer_type	enhancer_target_experiment_Description 	target_gene	Disease	DO	mesh	Enhancer_function	enhancer_function_experiment	Enhancer_function_experiment_Description	TF_name	experiment	experiment_Description	SNP_symbol	SNP_position	SNPexperiment	Distance_from_TSS	
E_01_307	28578223	--	hg19	chr18	61533339	61545796	Human	"MonoMac6,K562"	Low throughput	Luciferase Reporter Assay	Enhancer	The pGL3-TK vector and the TK-A7 positive control were gifts from the Shiekhattar lab and used to test Enhancer function by transient transfection.	SERPINB2	--	--	--	--	--	--	"NSMF,CDK9"	ChIP	"To examine whether NELF and its major kinase are localized to the promoter and Enhancer of SERPINB2, we performed ChIP studies for NELF and CDK9.
"	--	--	--	>2KB	
E_01_308	28637769	--	hg19	Chr11	45846943	45846959	Human	U-2 OS	Low throughput	Luciferase Reporter Assay	Enhancer	"To confirm whether the BMAL1 and CLOCK complex actually activates hCry2 transcription via each E-box, we performed dual luciferase assays with these constructs."	CRY2	--	--	--	the interdependent behavior of enhancer elements including not only E-boxboxes but also ROR response elements (ROREs) might contribute to limit cycle oscillations by increasing transcriptional nonlinearity.	EMSA	"Immunoprecipitation was performed with antibody-conjugated beads, and the immunoprecipitates were eluted with an excess amount of tag-peptide."	"ARNTL,CLOCK"	EMSA	"We therefore performed electrophoretic mobility shift assays (EMSAs) to investigate the physical interaction of purified BMAL1 and CLOCK proteins to double-stranded DNA fragments (Figure 3A).
"	--	--	--	<2KB	
E_01_309	28650485	--	hg19	chr1	167580000	167664824	Human	"Mesenchymal Cells,Adrenergic Cells"	Low throughput	"ChIP-seq,Transgenic mice"	Super-Enhancer	"We performed ChIP-seq analysis of the H3K27ac and H3K4me3 histone modifications for four MES and five ADRN neuroblastoma cell lines, including three isogenic cell line pairs.The super-Enhancers in these cell lines were defined by unstitched ROSE analysis of RSEG-called peaks (excluding prominent H3K4me3 signals; Online Methods)."	CREG1	Neuroblastoma	DOID:769	D009447	"Two super-Enhancerassociated TF networks, which probably mediate lineage control in normal development, thus dominate epigenetic control of neuroblastoma and shape intratumoral heterogeneity."	ChIP-seq	"We identified GATA3 as an ADRN super-Enhancer-associated TF. ChIP每seq data for GATA3 (ref. 19) confirmed prominent binding of GATA3 to its own associated super-Enhancer,"	"PRRX1,GATA3"	Protein blot	"Protein blot analysis of cell line SK-N-BE(2)-C with (+) or without (?) doxycycline-induced PRRX1 expression, with cells followed for 28 d. The MES markers FN1, VIM and SNAI2 and the ADRN markers GATA2, GATA3, DBH and PHOX2A were analyzed. Total AKT is used as a loading control. Dox, doxycycline. "	--	--	--	>2KB	
E_01_310	26656844	KLF5-HNSE Enhancer	hg19	chr13	98290964	98295647	Human	BICR 31	High throughput	"ChIP-seq,Luciferase,3C每qPCR,CRISPR/Cas9,siRNA"	Super-Enhancer	"The expression of KLF5 but not KLF12 was significantly higher in head and neck squamous cell carcinoma tumors with KLF5-HNSE amplification than in those without amplification, suggesting that KLF5 is the target gene."	KLF5	Head and neck squamous cell carcinoma	DOID:5520	D000077195	--	--	--	--	--	--	--	--	--	>2KB	
E_01_311	28671686	--	hg19	chr5	140023664	140222664	Human	Brain	Low throughput	"Hi-C,ChIP-seq,3C-PCR,qRT-PCR"	Enhancer	"Therefore, we predicted that higher order chromatin organization at these positions will be highly conserved in human brain cells, and specifically in neurons, with long-range loopings radiating from ~200kb R1 towards cPCDH promoter and Enhancers primarily anchored in chromatin at and around the Setdb1 peak. To explore, we surveyed with 40kb resolution the cPCDH -bound chromosomal contacts in our in situ Hi-C datasets generated from human neurons and their isogenic neural precursors cells (NPC) and NPC-differentiated astrocytes."	SETDB1	Schizophrenia	DOID:5419	D012559	--	--	--	CTCF	3C-PCR	"We confirmed these Hi-C findings,including specific weakening of long-range R1〞HS16, R1〞R2 and R2〞HS5-1 and preservation of shorter-range contacts, in neuron-specific chromosome conformation capture(3C) PCR assays from adult mutant and control cortex (Figure 5b, Supplementary Figure16a).These studies,taken together, would suggest that in wildtype, HS16 and HS5-1 Enhancer sequences are ＆locked＊ into H3K9me3-tagged repressive chromatin."	--	--	--	>2KB	
E_01_312	28717659	SIX6 Enhancer	hg19	chr14	60973427	60975430	Human	Eye	low throughput	"PCR,Luciferase Reporter Assay"	Enhancer	"The identified 4 bp deletion fell within a previously characterized and evolutionarily conserved Enhancer region(Fig. 3B),which has been shown to control Six6 expression in the vertebrate retina.As the deleted sequence was reasonably conserved from fish to humans,we asked if the identified deletion could impair SIX6 expression.We then compared the ability of the amplified fragments to drive Luciferase reporter expression in transfected HEK293 cells."	SIX6 	Primary Open-Angle Glaucoma	DOID:13550	D005902	--	--	--	--	--	--	rs33912345	60976537	Luciferase Reporter Assay	>2KB	
E_01_313	28729405	--	hg19	chr17	34851104	38468049	Human	Acute Myeloid Leukemia Cell	High throughput	"ChIP-seq,Hi-C "	Super-Enhancer	"H3K27ac ChIP-seq tracks at chr17:38,464,514-38,515,430 with large SEs shown in red and non-SE tracks shown in gray."	RARA	Acute Myeloid LeukemiaㄛMyelodysplastic syndrome 	DOID:9119ㄛ DOID:0050908	D015470ㄛD009190	--	--	--	--	--	--	--	--	--	Intron	
E_01_314	28737489	--	hg19	chr3	181432912	181433312	Human	Lung Adenocarcinoma	low throughput	"Luciferase Reporter Assay,ChIP-qPCR"	Enhancer	"To study their transcriptional regulatory role, luciferase reporter constructs for sites 1 and 2 were co-transfected with SOX2 expression plasmids into A549 cells which yielded significantly enhanced reporter activities compared to control cells."	SOX2 	Lung Cancer	DOID:1324	D008175	--	--	--	NFATc2	ChIP-qPCR	"Thus, the data suggested NFATc2 was highly likely to regulate SOX2 expression through binding to 3＊ Enhancers at sites 4 and 5.For validation, NFATc2 ChIP-qPCR assays were performed using A549 with NFATc2 upregulation, which showed statistically significant enrichment of sites 4 and 5 sequences compared to vector control."	--	--	--	>2KB	
E_01_315	28751304	--	hg19	chr7	129854050	129895632	Human	Adipose Progenitor Cell	Low throughput	"ChIP-seq,ChIP-qPCR,FISH,Luciferase Reporter Assay"	Enhancer	"We also searched for putative MIR335 short- and long-range Enhancers:to this end, we combined chromatin state modeling data from ENC ODE ChIP-seq experiments showing enrichment in H3K4me1 and/or H3K27ac, histone modifications found on inactive and active Enhancers, respectively (Fig. S5 A), with ENC ODE genome-wide chromosome conformation capture of Hi-C data."	MIR335	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_316	28753427	--	hg19	chr6	12490000	12590000	Human	HUVEC	Low throughput	"ChIP,Luciferase Reporter Assay,4C"	Super-Enhancer	Reporter assays with each of these four sites cloned into an SV40-driven luciferase plasmid demonstrated that each cis element possessed strong Enhancer activity in 293T cells (2- to 12-fold luciferase induction) compared with SV40-promoter sequence alone.	EDN1	"Coronary Artery Disease, Migraine Headache, Cervical Artery Dissection, Fibromuscular Dysplasia, Hypertension"	--	--	--	--	--	--	--	--	rs9349379	12803957	RNA-seq	>2KB	
E_01_317	28855511	--	hg19	chr10	63752550	63754550	Human	Blood Monocytes	Low throughput	"Hi-C,PCR"	Enhancer	Our mediation analysis further suggests that the ARID5B methylation association with atherosclerosis is possibly via an epigenetically controlled Enhancer that supports promoter activation and ARID5B transcription.	ARID5B	Atherosclerosis	DOID:1936	D050197	--	--	--	EP300	"Hi-C,ChIA-PET"	"As shown in Fig. 3b, it overlaps a DNase hypersensitive hotspot (BLUEPRINT monocyte data36, 37), a predicted strong Enhancer ㄛand a transcription factor-binding site occupied by EP300 (in a neuroblastoma cell line). More importantly, chromatin-capture sequencing technologies (both Hi-C and ChIA-PET) confirmed direct interactions between regions in the ARID5B cg25953130 locus and the ARID5B promoter region in B-cell line."	--	--	--	Intron	
E_01_318	28881808	--	hg19	chr4	77511788	77605824	Human	"LNCaP,CWR22Rv1"	Low throughput	"ChIP-seq,Dual-Luciferase Reporter Assay,ChIP"	Enhancer	"By using ChIP-Seq, ChIP assay and dual-luciferase reporter assays, we identified that the functional androgen responsive elements (ARE) were contained in human CXCL13 enhancer."	CXCL13	Prostate Cancer	DOID:10283	D011471	AR bound the enhancer of CXCL13 gene to up-regulate its expression.	"siRNA Knockdown,Western blot,PCR"	"AR is known to be the primarily function as a transcription factor by binding the enhancers of its target genes.Shown as in PCR analysis using specific primers designed to amplify the ARBS-1 region revealed a significant increment of AR binding in response to Mib stimulation, suggesting this region is the bona fide ARbinding region within CXCL13 enhancer.CXCL13 is an AR target gene and involved in AR-mediated cell migration and invasion in primary PCa."	AR	PCR	"AR is known to be the primarily function as a transcription factor by binding the enhancers of its target genes.Shown as in PCR analysis using specific primers designed to amplify the ARBS-1 region revealed a significant increment of AR binding in response to Mib stimulation, suggesting this region is the bona fide AR binding region within CXCL13 enhancer."	--	--	--	Intron	
E_01_319	28887413	--	hg19	chr4	94419116	94437803	Human	"231/ER汐Wt Cells,231/ER汐LQ Cells"	Low throughput	"3C-qPCR,ChIP-seq,ChIP-qPCR"	Enhancer	3C-qPCR assays showing chromatin looping from a distal ER汐-binding site to the OTUB2 promoter in 231/ER汐Wt and 231/ER汐LQ cells with 45 min of E2 treatment.	OTUB2	Breast Cancer	DOID:1612	D001943	--	--	--	--	--	--	--	--	--	>2KB	
E_01_320	28916223	DGKA Enhancer	hg19	chr12	56329000	56330000	Human	Fibroblasts	low throughput	"ChIP,qRT-PCR"	Enhancer	ChIP was conducted using the SX-8G IP-Star Automated System . Antibody against H3K27ac was used. PCR-based quantification was run on a LightCycler 480 with PCR primers for Universal ProbeLibrary . Signals were normalized to non-immunoprecipitated chromatin controls.	DGKA	Fibrotic Disease	--	--	--	--	--	"BRD2,BRD4"	siRNA	"DGKA mRNA expression after 48 h of siRNA-mediated knockdown of the BET protein genes BRD2 and BRD4 or non-targeting control siRNA (siCon) treatment followed by another 48 h of bleomycin (40 mM) exposure. In all non-treated conditions an equal volume of vehicle control (DMSO) was used. *p < 0.05, ***p < 0.005, ****p < 0.0001, n.s. not significant."	--	--	--	>2KB	
E_01_321	28916223	DGKA Enhancer 	hg19	chr12	56330413	56330909	Human	A9	Low throughput	"ChIP-seq,PCR"	Enhancer	ChIP was conducted using the SX-8G IP-Star Automated System . Antibody against H3K27ac was used. PCR-based quantification was run on a LightCycler 480 with PCR primers for Universal ProbeLibrary . Signals were normalized to non-immunoprecipitated chromatin controls.	DGKA	Fibrotic Disease	--	--	--	--	--	EGR1	qPCR	"Relative DGKA (B) and EGR1 (C) mRNA expression levels in three individual NHDF exposed to bleomycin (40 mM) or vehicle control (DMSO) for 48 h. *p < 0.05, **p < 0.01, ***p < 0.005, ****p < 0.0001, n.s. not significant."	--	--	--	>2KB	
E_01_322	28916725	--	hg19	chr11	31803373	31866086	Human	Human Corneal Epithelial Cells	Low throughput	"ChIP-seq,Luciferase Reporter Assay"	Super-Enhancer	"Here, we use ChIP-seq to identify domains enriched for histone marks H3K4me3, H3K4me1, and H3K27ac, and define for the first time the super Enhancers and typical Enhancers active in primary human corneal epithelial cells."	PAX6	--	--	--	--	--	--	--	--	--	--	--	--	On gene	
E_01_323	28971975	--	hg19	chr17	59528609 	59553367	Human	Lung Fibroblasts	Low throughput	"ChIP-seq,RT-PCR,RNA-seq"	Super-Enhancer	Distribution of H3K27ac ChIP-seq signal at Enhancers in lung fibroblasts (NHLFs) and dermal fibroblasts (NHDFs). Enhancer regions are plotted in an increasing order based on their ChIP-seq signal. Super-Enhancers are defined as described previously(16). The numbers of Super-Enhancers are shown in parentheses.	TBX4	Pulmonary Fibrosis	DOID:3770	D011658	Silencing of TBX4 tended to suppress the expression levels of genes associated with super-enhancers in NHLFs	RT-PCR	"We found that silencing of TBX4 tended to suppress the expression  levels of genes associated with super-Enhancers in NHLFs. This observation supported the notion that TBX4 is involved in super-Enhancer-mediated transcriptional regulations, possibly in co-operation with other master regulators, and that super-Enhancer-associated genes are sensitive to TBX4 knockdown."	--	--	--	--	--	--	>2KB	
E_01_324	28971975	lung mesenchyme-specific Enhancer (LME)	hg19	chr17	59538512 	59540775	Human	Lung Fibroblasts	Low throughput	"ChIP-seq,RT-PCR,RNA-seq"	Enhancer	Distribution of H3K27ac ChIP-seq signal at Enhancers in lung fibroblasts (NHLFs) and dermal fibroblasts (NHDFs). Enhancer regions are plotted in an increasing order based on their ChIP-seq signal. Super-Enhancers are defined as described previously(16). The numbers of Super-Enhancers are shown in parentheses.	TBX4	Pulmonary Fibrosis	DOID:3770	D011658	Silencing of TBX4 tended to suppress the expression levels of genes associated with super-enhancers in NHLFs	RT-PCR	"We found that silencing of TBX4 tended to suppress the expression  levels of genes associated with super-Enhancers in NHLFs. This observation supported the notion that TBX4 is involved in super-Enhancer-mediated transcriptional regulations, possibly in co-operation with other master regulators, and that super-Enhancer-associated genes are sensitive to TBX4 knockdown."	--	--	--	--	--	--	>2KB	
E_01_325	28973302	--	hg19	chr8	27455903	27456103	Human	HEK-293	Low throughput	Luciferase Reporter Assay	Enhancer	"We, therefore, cloned a 201bp region surrounding rs2279590 into a luciferase reporter vector to check its regulatory effect in HEK293 cells.As shown in Figure 2A, the luciferase activity was significantly higher (~2 fold, p= 0.03) in constructs containing the rs2279590 locus as compared to the cells with empty luciferase vector;implying a regulatory effect of this locus."	"CLU,PTK2B"	--	--	--	--	--	--	HSF1	EMSA	"Electrophoretic mobility shift and chromatin immunoprecipitation assays show that rs2279590 with allele ""A""constitutes a transcription factor binding site for heat shock factor-1 (HSF1) but not with allele ※G§.By binding to allele ※A§, HSF1 abrogates the Enhancer effect of the locus as validated by reporter assays."	rs2279590	27456253	"EMSA,ChIP"	Intron	
E_01_326	28991225	 PGC-1汐 super-Enhancer	hg19	chr4	23811733	23994829	Human	CHL-1	Low throughput	"ChIP-seq,Western blot,Chromatin immunoprecipitation"	Super-Enhancer	We performed chromatin immunoprecipitation followed by DNA sequencing (ChIP-seq) using antibodies against H3K27ac and BRD4.	PPARGC1A	Melanoma	DOID:1909	D008545	BRD4 binding at super-enhancers that drive the expression of PGC-1汐 and SOX10	"ChIP-seq,ChIP-qPCR"	"We provide evidence for a direct role of BRD4 binding at super-enhancers that drive the expression of PGC-1汐 and SOX10, a transcription factor involved in melanocyte development. "	--	--	--	--	--	--	<2KB	
E_01_327	29035388	HGE(HER2 gene body Enhancer )	hg19	chr17	37879571	37880263	Human	K-562	Low throughput	"Luciferase Reporter Assay,ChIP-PCR"	Enhancer	"We tested the ability of the HGE to regulate the transcriptional activities of the HER2 promoters by luciferase reporter assay in 293T, SKBR3 and BT474 cells."	ERBB2	Breast Cancer	DOID:1612	D001943	--	--	--	TFAP2C	CRISPR/Cas9	The transcriptional activities of these constructs were analyzed using the luciferase assay in 293T and SKBR3 cells.We next carried out genomic editing using CRISPR-Cas9 system to determine the role of the TFAP2C-binding sites at the HGE in the regulation of HER2 expression.	--	--	--	Intron	
E_01_328	29091765	--	hg19	chr3	180728712	180730712	Human	Neural Stem Cells (NSCs)	Low throughput	"ChIP-seq,ChIP-qPCR,4C-seq,Hi-C"	Enhancer	We discovered strong cis interactions 700 kb downstream of SOX2 in our control NSCs. These interactions were all apparent in NSC HiC data and significantly reduced in 3-hit NSCs.	SOX2	Low-grade astrocytomas	--	--	--	--	--	CTCF	ChIP-qPCR	"To assess whether CTCF occupancy at these motifs had changed, we performed ChIP-qPCR for CTCF. Every site assayed had an  2-fold decrease in CTCF occupancy, supporting the hypothesis that DNA hypermethylation in 3-hit NSCs leads to reduced CTCF occupancy around.
the SOX2 locus."	--	--	--	>2KB	
E_01_329	29129929	BACH2 Enhancer	hg19	chr6	91004796	91006944	Human	B Cell	low throughput	Luciferase Reporter Assay	Enhancer	"RNA-seq and ChIP- -seq results further identify BACH2 target genes involved in this process. An active regulatory region withinthe BACH2 super-Enhancer, under ELK1 control and differentially regulated upon B-cell activation and cellular divisions, helps integrate IL-2 signal."	BACH2	--	--	--	--	--	--	ELK1	ChIP-qPCR	"ChIP assay of the in vivo binding of ELK1 in IL-2-primed D3 B cells. DNA immunoprecipitated by total ELK1 antibody or immunoglobulin G (IgG CTL) was amplified by real-time PCR using primers flanking the putative ELK1 binding site in BACH2 intron 1 (predicted BACH2 enhancer position), known ELK1 binding regions in MCL1, MYD88 and FOS genes, and negative control primers as a reference (negative site). Means ㊣ s.e.m. of four independent experiments."	--	--	--	Intron	
E_01_330	29142074	--	hg19	chr7	94002773	94005073	Human	Lung Myofibroblast	Low throughput	"Luciferase Reporter Assay,ChIP-qPCR"	Enhancer	"We created two different luciferase reporter gene constructs under the control of the COL1A2 Enhancer and proximal promoter : a construct with the -ype Enhancer (WT) and a mutant version (忖HS4), missing the HS4 region containing the STAT3 and JunB sites."	COL1A2	--	--	--	--	--	--	STAT3	ChIP-qPCR	"ChIP analysis using qPCR for the binding of STAT3, JunB, and RNA polymerase II, in the HS4 region of SSc fibroblasts after treatment with SD1029, STAT3 siRNA (siSTAT3), or nontargeting siRNA (siNT). * = p < 0.05."	--	--	--	>2KB	
E_01_331	29149598	--	hg19	chr12	47471429	47487762	Human	SKmel147	Low throughput	"ATAC-seq,ChIP-seq,Luciferase Reporter Assay"	Super-Enhancer	"We next performed motif analysis on the top 150 SEs and identified JUN and FOSL1/2 (of the AP-1 TF complex), TEAD1/4, and TGIF1/2 ,all of which have been implicated in melanoma or other cancers.ChIP-seq analysis showed FOSL2 and TEAD4 enrichment at melanoma SEs and TEs."	AMIGO2		--	--	--	--	--	"FOSL2,TEAD4"	Immunoblots	"FOSL2 (left), TEAD4 (right), and AMIGO2 immunoblots of SKmel147 cells 96 hr post-transduction with shSCR or shFOSL2 (shF2 #1 and #2) and shSCR or shTEAD4+TEAD1 (shT4 #1+shT1 #1 and shT4 #2+shT1 #1). HSP90 and GAPDH were used as loading controls."	--	--	--	>2KB	
E_01_332	29151363	--	hg19	chr19	34845032	34847032	Human	Prostate Cancer Cell Lines	High throughput	"WHG-STARR-seq,Luciferase reporter assay,ATAC-seq,RNA-seq"	Enhancer	"Following treatment with TSA, we performed assay for transposase accessible chromatin sequencing (ATAC-seq) and messenger RNA-sequencing (mRNA-seq) experiments to measure the genome-wide chromatic accessibility and gene expression levels, respectively."	GPI		--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_333	29155818	--	hg19	chr13	28545205	28547205	Human	Colorectal Cancer	Low throughput	"EMSA,Luciferase Reporter Assay"	Enhancer	"To validate the significance of this association, we investigated the impact of FOXA factors on structure and function of Enhancers at the CDH1, CDX2 and EPHB3 genes."	CDX2	--	--	--	--	--	--	FOXA1	"EMSA,Luciferase Reporter Assay"	"EMSA to test for in vitro binding of FOXA1 and FOXA3 to the CDX2 +10.0 kb enhancer. (C) (Top) Scheme of the EPHB3 ?2.3 kb enhancer with its known transcription factor binding sites. TBE: TCF/LEF-binding element. (Bottom) EMSA to test for in vitro binding of FOXA1 and FOXA3 to the EPHB3 ?2.3 kb enhancer. (D, E, F) Luciferase reporter assay in LS174T cells with constructs covering the CDH1 (D), the CDX2 (E), and the EPHB3 (F) enhancer. Mutations of the respective FOX binding motifs are indicated by red crosses. Shown is the mean and SEM; n3. RLA: relative luciferase activity. Statistical significance was calculated relative to the wild-type luciferase reporter constructs. "	--	--	--	>2KB	
E_01_334	29155818	--	hg19	chr16	68777928	68779928	Human	Colorectal Cancer	Low throughput	"EMSA,Luciferase Reporter Assay"	Enhancer	"To validate the significance of this association, we investigated the impact of FOXA factors on structure and function of Enhancers at the CDH1, CDX2 and EPHB3 genes."	CDH1	--	--	--	--	--	--	FOXA1	"EMSA,Luciferase Reporter Assay"	"EMSA to test for in vitro binding of FOXA1 and FOXA3 to the CDX2 +10.0 kb enhancer. (C) (Top) Scheme of the EPHB3 ?2.3 kb enhancer with its known transcription factor binding sites. TBE: TCF/LEF-binding element. (Bottom) EMSA to test for in vitro binding of FOXA1 and FOXA3 to the EPHB3 ?2.3 kb enhancer. (D, E, F) Luciferase reporter assay in LS174T cells with constructs covering the CDH1 (D), the CDX2 (E), and the EPHB3 (F) enhancer. Mutations of the respective FOX binding motifs are indicated by red crosses. Shown is the mean and SEM; n3. RLA: relative luciferase activity. Statistical significance was calculated relative to the wild-type luciferase reporter constructs. "	--	--	--	>2KB	
E_01_335	29155818	--	hg19	chr3	184276287	184278287	Human	Colorectal Cancer	Low throughput	"EMSA,Luciferase Reporter Assay"	Enhancer	"To validate the significance of this association, we investigated the impact of FOXA factors on structure and function of Enhancers at the CDH1, CDX2 and EPHB3 genes.we investigated by FAIRE chromatin accessibility at the EPHB3 Enhancer and promoter elements, and by ChIP the distribution of histone modifications characteristic for different functional states of Enhancers and promoters."	EPHB3	--	--	--	--	--	--	FOXA1	"EMSA,Luciferase Reporter Assay"	"EMSA to test for in vitro binding of FOXA1 and FOXA3 to the CDX2 +10.0 kb enhancer. (C) (Top) Scheme of the EPHB3 ?2.3 kb enhancer with its known transcription factor binding sites. TBE: TCF/LEF-binding element. (Bottom) EMSA to test for in vitro binding of FOXA1 and FOXA3 to the EPHB3 ?2.3 kb enhancer. (D, E, F) Luciferase reporter assay in LS174T cells with constructs covering the CDH1 (D), the CDX2 (E), and the EPHB3 (F) enhancer. Mutations of the respective FOX binding motifs are indicated by red crosses. Shown is the mean and SEM; n3. RLA: relative luciferase activity. Statistical significance was calculated relative to the wild-type luciferase reporter constructs. "	--	--	--	>2KB	
E_01_336	29236325	--	hg19	chr4	55859107	55860311	Human	"Kasumi-1,U937-AE"	Low throughput	"PCR,Luciferase Reporter Assay,ChIP-3C"	Enhancer	"The intronic Enhancer region of c-KIT (range from +29,769 to +30,973 bp to TSS) was PCR amplified from the genome DNA of Kasumi-1 cells and inserted into pGL3-promoter plasmid between KpnI and XhoI restriction sites.We firstly detected the Luciferase activity of c-KIT promoter or promoter plus intronic Enhancer in Kasumi-1 cells."	KIT	--	--	--	The intronic Enhancer region of c-KIT prompts the transactivation of AML1/ETO to c-KIT.	"Luciferase Reporter Assay,siRNA Knockdown"	"We firstly detected the luciferase activity of c-KIT promoter or promoter plus intronic Enhancer in Kasumi-1 cells. As shown in Figure 4c, the activity of c-KIT promoter plus intronic Enhancer (pGL3-c-KIT-P+I) was significantly higher than that of the c-KIT promoter (pGL3-c-KIT-P). Further knockdown of AML1/ETO (Figure 4c) led to a dramatic decrease of the activity of both reporter plasmids (Figure 4b). Secondly, we induced AML1/ETO expression using PA in U937-AE cell line (Figure 4d) and measured the luciferase activity of the aforementioned plasmids before and after AML1/ETO induction. As shown in Figure 4e, the luciferase activity of all the reporter plasmids was increased after 48 hours of AML1/ETO induction. The activity of reporter plasmid that contained both c-KIT promoter and intronic Enhancer regions was significantly higher than that contain only c-KIT promoter region."	RUNX1	"ChIP-3C,Knockdown"	"Knockdown of AML1/ETO led to a dramatic decrease of the activity of both reporter plasmids.Secondly, to provide further evidence that looping occurs in vivo between promoter and Enhancer, we performed ChIP combined chromosome conformation capture (ChIP-3C) assays in Kasumi-1 cells. Collectively, these findings suggest that AML1/ETO prompts the formation of DNA looping between the c-KIT promoter and intronic Enhancer. "	--	--	--	>2KB	
E_01_337	29273624	--	hg19	chr20	126583576	126584808	Human	Normal Breast Epithelial Cell Line (76N-F2V)	High throughput	"ChIP-seq,GRO-seq,RT-qPCR,RNA-seq,ChIP-qPCR"	Enhancer	Genome browser views of GRO-seq and istone modification ChIP-seq data from a normal breast epithelial cell line (76N-F2V) showing the features of a typical bi-directionally transcribed Enhancer (red box with dashed line) and its nearest neighboring gene (SIRPA).	SIRPA	Breast Cancer	DOID:1612	D001943	Our enhancer identification pipeline and reveal that enhancers transcribed in breast cancer cells direct critical gene regulatory networks that promote pathogenesis.	ChIP-qPCR	"Taken together, our TFSEE analysis lead to the identification of key enhancers and their cognate transcription factors that may control the gene expression programs that dictate the cellular phenotypes of the different molecular subtypes of breast cancers."	--	--	--	--	--	--	>2KB	
E_01_338	29284669	--	hg19	chr8	130225504	130678619	Human	Neuroblastoma Cell Lines	High throughput	"ChIP-seq,Hi-C"	Super-Enhancer	The human cMYC gene resides within a region of chromosome 8q24 that is rich in Enhancers controlling cMYC expression in various tissues but lacks other expressed genes.	MYC	Pediatric Neuroblastomas	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_339	29326336	--	hg19	chr10	63525013	63527013	Human	T-acute lymphoblastic leukemia (T-ALL)	Low throughput	"ChIA-PET,CRISPR/Cas9"	Enhancer	"Importantly, a chromatin-chromatin interaction analysis by paired-end tag sequencing (ChIA-PET) for the cohesin protein demonstrated a cis-regulatory interaction between the -135-kb element and the ARID5B transcriptional start site. In fact, genetic knockout of the -135-kb element by the CRISPR/Cas9 method resulted in a marked down-regulation of ARID5B gene expression."	ARID5B	T-Cell Acute Lymphoblastic Leukemia	DOID:5602	D054218	The TAL1-bound region at ?135 kb is the Enhancer controlling ARID5B expression in T-ALL cells.	CRISPR/Cas9	"In fact, genetic knockout of the ?135-kb element by the CRISPR/Cas9 method resulted in a marked down-regulation of ARID5B gene expression"	TAL1	CRISPR/Cas9	"In fact, genetic knockout of the ?135- kb element by the CRISPR/Cas9 method resulted in a marked down-regulation of ARID5B gene expression (Fig. 1G; Supplemental Fig. S1B每E). Thus, these results indicate that the TAL1-bound region at ?135 kb is the enhancer controlling ARID5B expression in T-ALL cells.  "	--	--	--	>2KB	
E_01_340	29348663	LEENE Enhancer	hg19	chr14	56245000	56285000	Human	Endothelial Cells (ECs)	Low throughput	"ChIP-seq,qPCR,Hi-C"	Enhancer	"In evaluating the genomic region surrounding LEENE,i.e.,20kb up-and down-stream of the transcription start site (TSS) on chr14: 56,245,000-56,285,000,we observed the enrichments of H3K27ac and H3K4me1 in the HUVEC chromatin immunopre-cipitation (ChIP)-seq data available in the ENCODE Database,indicating an ※Enhancer§ state of this DNA region."	LINC00520	--	--	--	LEENE-associated Enhancer plays a role in positive regulation of eNOS transcription	CRISPR/Cas9	"As a result of the Enhancer ablation, the transcription of LEENE and eNOS was significantly suppressed, in both DMSO (a control vehicle) and ATV-treated ECs"	"KLF2,KLF4"	ChIP-qPCR	"To confirm the association of such TFs on the promoter of LEENE, we performed ChIP-qPCR, which detected a robust binding between KLF4 and multiple regions within the promoter region of LEENE (marked by H3K4me3 peaks, Fig. 2a); these interactions were significantly increased by Ad-KLF4, which mimics the effect of PS and ATV."	--	--	--	>2KB	
E_01_341	29378668	--	hg19	chr2	11633299	11641134	Human	MCF-7	Low throughput	"ChIP-seq,3C,ChIP-qPCR"	Enhancer	"Additionally,overlap with datasets containing histone ChIP-seq data reveals the enrichment of histone marks corresponding to active/poised Enhancers and depleted of those markings found at repressed/silenced Enhancers."	GREB1	Breast Cancer	DOID:1612	D001943	--	--	--	TDG	CRISPR/Cas9	"Remarkably, at a subset of enhancers that E2 targets, we found that TDG depletion abrogates E2-mediated eRNA, disrupts 3-dimensional reorganization at ER-targets such as GREB1 and disrupts E2-mediated transcription of corresponding ER-target genes. To investigate whether TDG plays a functional role in E2 signaling in breast cancer, we engineered an MCF7 TDG knockout cell line using CRISPR technology and found that TDG knockout and depletion leads to defects in E2-mediated proliferation and sensitizes MCF7 cells to the anti-estrogen.                                     "	--	--	--	>2KB	
E_01_342	29379199	--	hg19	chr2	8818311	8820522	Human	Neuroblastoma Cell Lines	Low throughput	"ChIP-seq,Western blot"	Enhancer	"Visual inspection of the MYCN load at highly occupied genes identified a diversity of binding profiles,with some genes exhibiting promoter MYCN binding (RPL22) and others exhibiting. a more mixed array of promoter and Enhancer binding (HAND2 and ID2)."	ID2	Neuroblastoma	DOID:769	D009447	--	--	--	MYCN	"Western blot,ChIP-seq"	"Across MYCN-amplified neuroblastoma lines, we used chromatin immunoprecipitation coupled to high-throughput sequencing (ChIP-seq) to generate a consensus genome-wide map of ~10,000 regions that exhibit strong and consistent MYCN occupancy."	--	--	--	>2KB	
