E_ID	pubmed	symbol	reference gene	chr	satrt_p	end_p	species	Biosample_name	experiment_class	enhancer_experiment	Enhancer_type	enhancer_target_experiment_Description 	target_gene	Disease	DO	mesh	Enhancer_function	enhancer_function_experiment	Enhancer_function_experiment_Description	TF_name	experiment	experiment_Description	SNP_symbol	SNP_position	SNPexperiment	Distance_from_TSS	
E_02_186	26766440	--	mm10	chr14	119710660	119714758	Mouse	G1ER Erythroid Cell	Low throughput	"CRISPR/Cas9,ChIP-seq"	Enhancer	"Specifically, while deletion of E1 or E2 individually only modestly or slightly impairs Slc25a37 activation during differentiation, respectively, E3 deletion abolishes its activation resulting in a 15-fold decrease in expression (48h after 汕-estradiol treatment; Figure 3C)."	Slc25a37	--	--	--	GATA2-to-GATA1 switch is prevalent at dynamic enhancers and drives erythroid enhancer commissioning.	CRISPR/Cas9	"While the E2 and E3 Enhancers are indispensable for maximal Gata2 activation in stem/progenitor cells, the E1 Enhancer is required to maintain Gata2 repression in committed erythroid cells. "	"Gata1,Gata2"	"ChIP-seq,CRISPR/Cas9"	"To further dissect the role of GATA switch in enhancer turnover, we compared GATA2 and GATA1 occupancy within A0 and A5 enhancers by ChIP-seq. Specifically, we enumerated the distribution of enhancers occupied by GATA2-Only, GATA1-Only, or GATA2-to-GATA1 switch.We then employed genomic editing to dissect the requirement of GATA switch enhancers within the paradigmatic Gata2 locus."	--	--	--	>2KB	
E_02_187	26766440	--	mm10	chr14	69221635	69222851	Mouse	G1ER Erythroid Cell	Low throughput	"CRISPR/Cas9,ChIP-seq"	Enhancer	"Loss of E3 leads to near absence of H3K27ac, GATA1 and TAL1 occupancy at the neighboring E1 and E2 Enhancers, whereas loss of E1 or E2 has minimal impact on H3K27ac or GATA1/TAL1 binding at neighboring Enhancers (Figure 3D-G). These results strongly suggest that, despite the indistinguishable chromatin features and TF occupancy at the Slc25a37 constituent Enhancers, the E3 Enhancer is functionally more potent than its neighboring Enhancers in directing transcriptional activation."	Slc25a37	--	--	--	GATA2-to-GATA1 switch is prevalent at dynamic enhancers and drives erythroid enhancer commissioning.	CRISPR/Cas9	"While the E2 and E3 Enhancers are indispensable for maximal Gata2 activation in stem/progenitor cells, the E1 Enhancer is required to maintain Gata2 repression in committed erythroid cells. "	"Gata1,Gata2"	"ChIP-seq,CRISPR/Cas9"	"To further dissect the role of GATA switch in enhancer turnover, we compared GATA2 and GATA1 occupancy within A0 and A5 enhancers by ChIP-seq. Specifically, we enumerated the distribution of enhancers occupied by GATA2-Only, GATA1-Only, or GATA2-to-GATA1 switch.We then employed genomic editing to dissect the requirement of GATA switch enhancers within the paradigmatic Gata2 locus."	--	--	--	>2KB	
E_02_188	26808502	Tce1 Enhancer	mm10	chr2	9593529	9600643	Mouse	"T Cell,Th2"	Low throughput	"CRISPR/Cas9,PCR"	Enhancer	We concluded that Tce 1 is a critical regulator of the Gata3 gene in a subset of thymocytes.	Gata3	--	--	--	Multiple lineage-affiliated transcription factors bind to Tce1 and that this enhancer confers T lymphocyte每specific Gata3 activation in vivo	"CRISPR/Cas9,PCR,Western blot"	"Collectively, the data demonstrate that  Tce1 is necessary for Gata3 gene expression and therefore T cell development in ETP and CD4 stages in the thymus as well as in CD4 T cells in the peripheral blood and spleen. Tce 1 also contributes to Gata3 expression in DN4 and DP stage cells, even though the number of those cells that accumulate is normal whether  Tce 1 is present or absent."	"Tcf7,Tcf12,Rbpj"	ChIP	"We therefore examined the association of CSL/RBP-J with predicted binding sites within Tce1. CSL/RBP-J binding to the Cd25 locus, a robust direct Notch target gene, was used as a positive control with an anti每RBP-J antibody in ChIP assays.Taken together, these data show that at least 3 critical T cell每affiliated transcription factors, TCF-1, HEB, and CSL/RBP-J, occupy binding sites within  Tce1 at different developmental stages.Since all 3 have been shown to vitally affect T cell development, it seems likely that these factors and their associated signaling pathways directly modulate Gata3 expression through their binding to multiple consensus sites within Tce1."	--	--	--	>2KB	
E_02_189	26809507	Hematopoietic Enhancers	mm10	chr19	37498931	37500531	Mouse	Embryonic Stem Cell	Low throughput	"ChIP-seq,Hi-C,Transgenic mice"	Enhancer	"Using ChIP-Seq data and F0 transgenic assays,thus validating both regions as novel transcriptional Enhancers active in relevant expression domains for these 2 key regulatory genes."	Hhex	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_190	26809507	Hematopoietic Enhancers	mm10	chr7	35158128	35159728	Mouse	Embryonic Stem Cell	Low throughput	"ChIP-seq,Hi-C,Transgenic mice"	Enhancer	"Using ChIP-Seq data and F0 transgenic assays,thus validating both regions as novel transcriptional Enhancers active in relevant expression domains for these 2 key regulatory genes."	Cebpa	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_191	26809507	--	mm10	chr2	103881995	103883995	Mouse	HPC-7	High throughput	"DNaseI-seq,ChIP-seq,Hi-C"	Enhancer	"Visualization of the interaction files together with our previously published 10 TF ChIP-Seq demonstrated specific interactions of the Scl (also known as Tal1) and Lmo2 promoters with the previously characterized Enhancer regions at Scl 215 kb, 119 kb, and 140 kb, as well as Lmo2 275 kb, 270 kb, 264 kb, and the proximal promoter (pPex)."	Lmo2	Malignant Hematopoiesis	--	--	"Scl Enhancer elements also interact with the promoter of the neighboring Pdzk1ip1 gene, consistent with previous reports suggesting that Scl and Pdzk1ip4 form a single transcriptional domain."	"Hi-C,ChIP-seq"	"Whereas previously Enhancer elements have been linked to genes based on proximity or because the element could recapitulate the endogenous expression pattern of the gene, the CHi-C data allowed us to convincingly associate distal regions with specific gene promoters."	"Cebpa,Cebpb,Fos,Myc,E2f4,Egr1,Elf1,Cbfa2t3,Jun,Ldb1,Max,Myb,Nfe2,Trp53,Rad21,Stat3"	"DNaseI-seq,ChIP-seq,Hi-C"	"Given that HPC-7 represents one of the best in vitro models for HSPCs, we wanted to bring genomic information for these cells up to a similar level of completeness, and therefore performed ChIP-Seq experiments for a further 17 TFs (CEBPa,CEBPb,cFOS,cMYC,E2F4,EGR1,ELF1,ETO2,c-JUN,LDB1,MAX,MYB,NFE2,p53,RAD21,pSTAT1,and STAT3) as well as genome-wide DNase I hypersensitive mapping and 3 additional histone marks."	--	--	--	>2KB	
E_02_192	26809507	--	mm10	chr2	103886995	103888995	Mouse	HPC-7	High throughput	"DNaseI-seq,ChIP-seq,Hi-C"	Enhancer	"Visualization of the interaction files together with our previously published 10 TF ChIP-Seq demonstrated specific interactions of the Scl (also known as Tal1) and Lmo2 promoters with the previously characterized Enhancer regions at Scl 215 kb, 119 kb, and 140 kb, as well as Lmo2 275 kb, 270 kb, 264 kb, and the proximal promoter (pPex)."	Lmo2	Malignant Hematopoiesis	--	--	"Scl Enhancer elements also interact with the promoter of the neighboring Pdzk1ip1 gene, consistent with previous reports suggesting that Scl and Pdzk1ip4 form a single transcriptional domain."	"Hi-C,ChIP-seq"	"Whereas previously Enhancer elements have been linked to genes based on proximity or because the element could recapitulate the endogenous expression pattern of the gene, the CHi-C data allowed us to convincingly associate distal regions with specific gene promoters."	"Cebpa,Cebpb,Fos,Myc,E2f4,Egr1,Elf1,Cbfa2t3,Jun,Ldb1,Max,Myb,Nfe2,Trp53,Rad21,Stat3"	"DNaseI-seq,ChIP-seq,Hi-C"	"Given that HPC-7 represents one of the best in vitro models for HSPCs, we wanted to bring genomic information for these cells up to a similar level of completeness, and therefore performed ChIP-Seq experiments for a further 17 TFs (CEBPa,CEBPb,cFOS,cMYC,E2F4,EGR1,ELF1,ETO2,c-JUN,LDB1,MAX,MYB,NFE2,p53,RAD21,pSTAT1,and STAT3) as well as genome-wide DNase I hypersensitive mapping and 3 additional histone marks."	--	--	--	>2KB	
E_02_193	26809507	--	mm10	chr2	103892995	103894995	Mouse	HPC-7	High throughput	"DNaseI-seq,ChIP-seq,Hi-C"	Enhancer	"Visualization of the interaction files together with our previously published 10 TF ChIP-Seq demonstrated specific interactions of the Scl (also known as Tal1) and Lmo2 promoters with the previously characterized Enhancer regions at Scl 215 kb, 119 kb, and 140 kb, as well as Lmo2 275 kb, 270 kb, 264 kb, and the proximal promoter (pPex)."	Lmo2	Malignant Hematopoiesis	--	--	"Scl Enhancer elements also interact with the promoter of the neighboring Pdzk1ip1 gene, consistent with previous reports suggesting that Scl and Pdzk1ip4 form a single transcriptional domain."	"Hi-C,ChIP-seq"	"Whereas previously Enhancer elements have been linked to genes based on proximity or because the element could recapitulate the endogenous expression pattern of the gene, the CHi-C data allowed us to convincingly associate distal regions with specific gene promoters."	"Cebpa,Cebpb,Fos,Myc,E2f4,Egr1,Elf1,Cbfa2t3,Jun,Ldb1,Max,Myb,Nfe2,Trp53,Rad21,Stat3"	"DNaseI-seq,ChIP-seq,Hi-C"	"Given that HPC-7 represents one of the best in vitro models for HSPCs, we wanted to bring genomic information for these cells up to a similar level of completeness, and therefore performed ChIP-Seq experiments for a further 17 TFs (CEBPa,CEBPb,cFOS,cMYC,E2F4,EGR1,ELF1,ETO2,c-JUN,LDB1,MAX,MYB,NFE2,p53,RAD21,pSTAT1,and STAT3) as well as genome-wide DNase I hypersensitive mapping and 3 additional histone marks."	--	--	--	>2KB	
E_02_194	26809507	--	mm10	chr4	115040426	115042426	Mouse	HPC-7	High throughput	"DNaseI-seq,ChIP-seq,Hi-C"	Enhancer	"Visualization of the interaction files together with our previously published 10 TF ChIP-Seq demonstrated specific interactions of the Scl (also known as Tal1) and Lmo2 promoters with the previously characterized Enhancer regions at Scl 215 kb, 119 kb, and 140 kb, as well as Lmo2 275 kb, 270 kb, 264 kb, and the proximal promoter (pPex)."	Scx	Malignant Hematopoiesis	--	--	"Scl Enhancer elements also interact with the promoter of the neighboring Pdzk1ip1 gene, consistent with previous reports suggesting that Scl and Pdzk1ip4 form a single transcriptional domain."	"Hi-C,ChIP-seq"	"Whereas previously Enhancer elements have been linked to genes based on proximity or because the element could recapitulate the endogenous expression pattern of the gene, the CHi-C data allowed us to convincingly associate distal regions with specific gene promoters."	"Cebpa,Cebpb,Fos,Myc,E2f4,Egr1,Elf1,Cbfa2t3,Jun,Ldb1,Max,Myb,Nfe2,Trp53,Rad21,Stat3"	"DNaseI-seq,ChIP-seq,Hi-C"	"Given that HPC-7 represents one of the best in vitro models for HSPCs, we wanted to bring genomic information for these cells up to a similar level of completeness, and therefore performed ChIP-Seq experiments for a further 17 TFs (CEBPa,CEBPb,cFOS,cMYC,E2F4,EGR1,ELF1,ETO2,c-JUN,LDB1,MAX,MYB,NFE2,p53,RAD21,pSTAT1,and STAT3) as well as genome-wide DNase I hypersensitive mapping and 3 additional histone marks."	--	--	--	>2KB	
E_02_195	26809507	--	mm10	chr4	115074426	115076426	Mouse	HPC-7	High throughput	"DNaseI-seq,ChIP-seq,Hi-C"	Enhancer	"Visualization of the interaction files together with our previously published 10 TF ChIP-Seq demonstrated specific interactions of the Scl (also known as Tal1) and Lmo2 promoters with the previously characterized Enhancer regions at Scl 215 kb, 119 kb, and 140 kb, as well as Lmo2 275 kb, 270 kb, 264 kb, and the proximal promoter (pPex)."	Scx	Malignant Hematopoiesis	--	--	"Scl Enhancer elements also interact with the promoter of the neighboring Pdzk1ip1 gene, consistent with previous reports suggesting that Scl and Pdzk1ip4 form a single transcriptional domain."	"Hi-C,ChIP-seq"	"Whereas previously Enhancer elements have been linked to genes based on proximity or because the element could recapitulate the endogenous expression pattern of the gene, the CHi-C data allowed us to convincingly associate distal regions with specific gene promoters."	"Cebpa,Cebpb,Fos,Myc,E2f4,Egr1,Elf1,Cbfa2t3,Jun,Ldb1,Max,Myb,Nfe2,Trp53,Rad21,Stat3"	"DNaseI-seq,ChIP-seq,Hi-C"	"Given that HPC-7 represents one of the best in vitro models for HSPCs, we wanted to bring genomic information for these cells up to a similar level of completeness, and therefore performed ChIP-Seq experiments for a further 17 TFs (CEBPa,CEBPb,cFOS,cMYC,E2F4,EGR1,ELF1,ETO2,c-JUN,LDB1,MAX,MYB,NFE2,p53,RAD21,pSTAT1,and STAT3) as well as genome-wide DNase I hypersensitive mapping and 3 additional histone marks."	--	--	--	>2KB	
E_02_196	26809507	--	mm10	chr4	115095426	115097426	Mouse	HPC-7	High throughput	"DNaseI-seq,ChIP-seq,Hi-C"	Enhancer	"Visualization of the interaction files together with our previously published 10 TF ChIP-Seq demonstrated specific interactions of the Scl (also known as Tal1) and Lmo2 promoters with the previously characterized Enhancer regions at Scl 215 kb, 119 kb, and 140 kb, as well as Lmo2 275 kb, 270 kb, 264 kb, and the proximal promoter (pPex)."	Scx	Malignant Hematopoiesis	--	--	"Scl Enhancer elements also interact with the promoter of the neighboring Pdzk1ip1 gene, consistent with previous reports suggesting that Scl and Pdzk1ip4 form a single transcriptional domain."	"Hi-C,ChIP-seq"	"Whereas previously Enhancer elements have been linked to genes based on proximity or because the element could recapitulate the endogenous expression pattern of the gene, the CHi-C data allowed us to convincingly associate distal regions with specific gene promoters."	"Cebpa,Cebpb,Fos,Myc,E2f4,Egr1,Elf1,Cbfa2t3,Jun,Ldb1,Max,Myb,Nfe2,Trp53,Rad21,Stat3"	"DNaseI-seq,ChIP-seq,Hi-C"	"Given that HPC-7 represents one of the best in vitro models for HSPCs, we wanted to bring genomic information for these cells up to a similar level of completeness, and therefore performed ChIP-Seq experiments for a further 17 TFs (CEBPa,CEBPb,cFOS,cMYC,E2F4,EGR1,ELF1,ETO2,c-JUN,LDB1,MAX,MYB,NFE2,p53,RAD21,pSTAT1,and STAT3) as well as genome-wide DNase I hypersensitive mapping and 3 additional histone marks."	--	--	--	>2KB	
E_02_197	26937964	--	mm10	chr7	35156353	35161233	Mouse	Myeloid Cells	Low throughput	"ChIP-seq,CRISPR/Cas9"	Enhancer	"These findings demonstrate a critical role for the +37 kb Cebpa Enhancer for hematopoietic-specific Cebpa expression,with Enhancer deletion leading to impaired myelopoiesis and potentially preleukemic progenitor expansion."	Cebpa	--	--	--	"These findings demonstrate a critical role for the +37 kb Cebpa enhancer for hematopoietic-specific Cebpa expression, with enhancer deletion leading to impaired myelopoiesis and potentially preleukemic progenitor expansion."	"CRISPR/Cas9,PCR,Western blot"	"Together, these data indicate that reduced Cebpa expression consequent to +37 kb Enhancer deletion impairs hematopoietic cell autonomous granulopoiesis in vitro, leading to preservation of immature myeloid progenitors capable of long-term, IL-3-dependent proliferation without complete terminal maturation,a preleukemic phenotype."	Runx1	ChIP-seq	"Runx1,C/EBP汐,Spi1,Erg,Fli-1,GATA2,Scl,Meis1,and Gfi-1b bind chromatin in the region of this Enhancer in hematopoietic cells as determined by ChIP-Seq."	--	--	--	>2KB	
E_02_198	27881681	--	mm10	chr7	129554284	129564284	Mouse	Rat Chondrosarcoma Cells (RCS cells)	Low throughput	"Luciferase Reporter Assay,EMSA,ChIP-seq"	Enhancer	the ChIP-Seq data of SOX9 in the Col2a1 gene using rat chondrosarcoma cells (RCS cells)show that there is a strong SOX9-binding site in intron 6 and a weaker binding site in intron 1.	Col2a1	Skeletal Diseases	--	--	The SOX9/5/6 combination enhances Col2a1 transcription through a novel Enhancer in intron 6 together with the Enhancer in intron 1.	ChIP-seq	The ChIP-Seq data of SOX9 in the Col2a1 gene using rat chondrosarcoma cells (RCS cells)show that there is a strong SOX9-binding site in intron 6 and a weaker binding site in intron 1.	Sox9	"ChIP-seq,ChIP-qPCR,EMSA"	"SOX9  bind to intron 6 and the binding of SOX5/SOX6 to intron 6 may facilitate the binding of SOX9 to the intron 1.To explore this possibility, we tested whether SOX9 and SOX5 bound to the SB2 fragment(600bp)shownabove or an even shorter fragment by means of an EMSA."	--	--	--	>2KB	
E_02_199	27895109	--	mm10	chr9	78368337	78376479	Mouse	Embryonic Stem Cell	Low throughput	"Luciferase Reporter Assay,RT-qPCR,ChIP-seq"	Super-Enhancer	Enhancer activity was identified in a reporter assay for the ?1 Enhancer and the ?5.8 Enhancer within the EC(DppUpA) and EC(DppUpB) regions.	"Dppa5a,Ooep"	--	--	--	"Robust transcriptional output can be achieved by an isolated enhancer,clusters of enhancers acting on a common target gene act in a partially redundant manner to fine tune transcriptional output of their target genes."	ChIP-seq	This occurs despite the fact that deletion of EC(DppDn) alone has only a modest effect on both Dppa5a (16% reduction) and Ooep (15% reduction) expression (Table 1). This finding indicates partially redundant control of Dppa5a and Ooep by Enhancers in the upstream and downstream EC.	--	--	--	--	--	--	>2KB	
E_02_200	27920250	--	mm10	chr5	137465620	137479420	Mouse	Renal EPO-producing (REP) Cells	Low throughput	"Luciferase Reporter Assay,qRT-PCR,Immunohistochemical Staining"	Enhancer	we generated a series of transgenic GFP reporter constructs using 60k-GFP and 22k-GFP as the starting materia GFP expression was observed in the kidney but not in the liver in 17kXM-GFP mice.	Epo	Chronic Kidney Disease	DOID:784	D051436	--	--	--	--	--	--	--	--	--	>2KB	
E_02_201	27941798	--	mm10	chr15	63672310	63687057	Mouse	HCT 116	Low throughput	"ChIP-qPCR,Western blot"	Super-Enhancer	"ChIP-Seq tracks, super-Enhancer (SE) calls, and RNA-Seq tracks at Gsdmc locus in WT and Arid1a mouse colon epithelium."	Gsdmc	Colon Cancer	DOID:219	D003110	--	--	--	"Arid1a,Arid1b"	"Immunoprecipitation,MTT assay, Knockdown"	"Immunoprecipitation confirmed that ARID1B-containing SWI/SNF complexes were intact in Arid1a?/? cells; proliferation of these cells was impaired by ARID1B knockdown. ARID1A deficiency thus alters SWI/SNF targeting to genomic sites while residual SWI/SNF activity is preserved through ARID1B. Importantly, ARID1B is a synthetic lethal vulnerability in ARID1A-mutant human cancer15每16; cells in Arid1afl/fl tumors also retain expression of ARID1B."	--	--	--	>2KB	
E_02_202	27941798	--	mm10	chr15	63723714	63754051	Mouse	HCT 116	Low throughput	"ChIP-qPCR,Western blot"	Super-Enhancer	"ChIP-Seq tracks, super-Enhancer (SE) calls, and RNA-Seq tracks at Gsdmc locus in WT and Arid1a mouse colon epithelium."	Gsdmc	Colon Cancer	DOID:219	D003110	--	--	--	"Arid1a,Arid1b"	"Immunoprecipitation,MTT assay, Knockdown"	"Immunoprecipitation confirmed that ARID1B-containing SWI/SNF complexes were intact in Arid1a?/? cells; proliferation of these cells was impaired by ARID1B knockdown. ARID1A deficiency thus alters SWI/SNF targeting to genomic sites while residual SWI/SNF activity is preserved through ARID1B. Importantly, ARID1B is a synthetic lethal vulnerability in ARID1A-mutant human cancer15每16; cells in Arid1afl/fl tumors also retain expression of ARID1B."	--	--	--	>2KB	
E_02_203	27966552	the RA-responsive P2rx7 Enhancer	mm10	chr5	122652739	122654320	Mouse	"Th1,Th17"	Low throughput	Luciferase Reporter Assay	Enhancer	"The Enhancer activity of region II, which is located between exon 2 and 3, was tested in primary CD4+ T cells by a luciferase reporter assay."	P2rx7	Inflammatory	--	--	P2X7 up-regulation on CD4+ effector T cells is induced by retinoic acid through  retinoic acid receptor 汐 (RAR汐) binding to an intragenic Enhancer region of the P2rx7 gene.	ChIP-seq	Analysis of published ChIP-Seq data26 indicates the presence of two major intragenic RAR汐 binding regions (I and II) in the mouse P2rx7 gene	--	--	--	--	--	--	>2KB	
E_02_204	27986456	--	mm10	chr18	69656860	69683465	Mouse	Dendritic Cell	Low throughput	"ChIP-seq,Transgenic mice"	Super-Enhancer	ChIP analysis of histone modifications (H3K4me1 and H3K27ac) and of TCF4 binding to the 3∩ Enhancer in differentiating HoxB8-FL cells.	Tcf4	--	--	--	"A conserved Enhancer  downstream of Tcf4 was required for its upregulation during pDC differentiation, revealing a positive feedback loop"	qRT-PCR	"By qRT-PCR, Tcf4S was prominently expressed in pDCs but also present in other cell types including B cells and cDCs"	Tcf4	qRT-PCR	"By qRT-PCR, Tcf4S was prominently expressed in pDCs but also present in other cell types including B cells and cDCs.        
"	--	--	--	>2KB	
E_02_205	28045957	TES/TESCO Enhancer	mm10	chr11	112769210	112772210	Mouse	"Testis,Embryonic Stem Cell"	Low throughput	"Immunofluorescence,CRISPR/Cas9,qRT-PCR,Transgenic mice"	Enhancer	"These results of qRT-PCR clearly indicate that the TESCO Enhancer is an important regulator of Sox9 expression throughout testis development, accounting for around 40% of its expression levels."	Sox9 		--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_206	26163528	Id2 Enhancer	mm10	chr12	25090158	25096935	Mouse	Apoptotic Cell	Low throughput	Luciferase Reporter Assay	Enhancer	Schematic representation of theLuciferase (Luciferase) expression constructs containing the Id2 Enhancer with/without a CMV-minimal promoter.	Id2	Colorectal Carcinoma	DOID:0080199	D015179	--	--	--	--	--	--	--	--	--	>2KB	
E_02_207	28087634	--	mm10	chr2	105072843	105076843	Mouse	Sertoli cells	Low throughput	"Immunostaining,DNaseI-seq,RNA-seq"	Enhancer	"Finally, we validated the Enhancer activity of an active regulatory element located 50 kb upstream of Wt1."	Wt1 	Genitourinary Defects 	--	--	"We identified a novel Sertoli Enhancer upstream of Wt1, and used it to drive expression of a transgenic reporter in Sertoli cells."	"ChIP-seq,Immunostaining"	"We identified a DHS peak located 50 kb upstream of Wt1 that was unique to E13.5 and E15.5 Sertoli cells compared to the other cell types we examined, and marked by 
H3K27ac, suggesting that it functions as an active Enhancer. "	--	--	--	--	--	--	>2KB	
E_02_208	28104492	--	mm10	chr15	97878069	97879498	Mouse	YAMC Cell	Low throughput	"Luciferase Reporter Assay,Western blot"	Enhancer	"However, chromatin accessibility to the VDR gene at the proximal promoter (300 bp), an Enhancer region at 6 kb, and an Enhancer region located in exon 3 was significantly reduced in RAS transformed YAMC cells (YAMC-RAS)."	Vdr	Colon Cancer	DOID:219	D003110	--	--	--	--	--	--	--	--	--	>2KB	
E_02_209	28104492	--	mm10	chr15	97880140	97881283	Mouse	YAMC Cell	Low throughput	"Luciferase Reporter Assay,Western blot"	Enhancer	"However, chromatin accessibility to the VDR gene at the proximal promoter (300 bp), an Enhancer region at 6 kb, and an Enhancer region located in exon 4 was significantly reduced in RAS transformed YAMC cells (YAMC-RAS)."	Vdr	Colon Cancer	DOID:219	D003110	--	--	--	--	--	--	--	--	--	>2KB	
E_02_210	28104492	--	mm10	chr15	97886211	97889926	Mouse	YAMC Cell	Low throughput	"Luciferase Reporter Assay,Western blot"	Enhancer	"However, chromatin accessibility to the VDR gene at the proximal promoter (300 bp), an Enhancer region at 6 kb, and an Enhancer region located in exon 5 was significantly reduced in RAS transformed YAMC cells (YAMC-RAS)."	Vdr	Colon Cancer	DOID:219	D003110	--	--	--	--	--	--	--	--	--	>2KB	
E_02_211	28104492	--	mm10	chr15	97895069	97897640	Mouse	YAMC Cell	Low throughput	"Luciferase Reporter Assay,Western blot"	Enhancer	"However, chromatin accessibility to the VDR gene at the proximal promoter (300 bp), an Enhancer region at 6 kb, and an Enhancer region located in exon 6 was significantly reduced in RAS transformed YAMC cells (YAMC-RAS)."	Vdr	Colon Cancer	DOID:219	D003110	--	--	--	--	--	--	--	--	--	>2KB	
E_02_212	28104492	--	mm10	chr15	97898854	97902854	Mouse	YAMC Cell	Low throughput	"Luciferase Reporter Assay,Western blot"	Enhancer	"However, chromatin accessibility to the VDR gene at the proximal promoter (300 bp), an Enhancer region at 6 kb, and an Enhancer region located in exon 7 was significantly reduced in RAS transformed YAMC cells (YAMC-RAS)."	Vdr	Colon Cancer	DOID:219	D003110	--	--	--	--	--	--	--	--	--	>2KB	
E_02_213	28104492	--	mm10	chr15	97911426	97915997	Mouse	YAMC Cell	Low throughput	"Luciferase Reporter Assay,Western blot"	Enhancer	"However, chromatin accessibility to the VDR gene at the proximal promoter (300 bp), an Enhancer region at 6 kb, and an Enhancer region located in exon 8 was significantly reduced in RAS transformed YAMC cells (YAMC-RAS)."	Vdr	Colon Cancer	DOID:219	D003110	--	--	--	--	--	--	--	--	--	>2KB	
E_02_214	28121289	--	mm10	chr6	88202011	88204330	Mouse	Embryonic Endothelial Cell	Low throughput	"Luciferase Reporter Assay,ChIP-seq,Western blot"	Enhancer	"At the skeletal muscle specific gene Myod, Myf5Cre drove strong Ep300fb bioChiP-seq signal at a known distal Enhancer (Goldhamer et al., 1992), as well as a second Ep300 bound region about 12 kb upstream from the transcriptional start site."	Gata2	--	--	--	--	--	--	Ep300	ChIP-seq	"However, antibodies for Ep300 are marginal for robust ChIP-seq, particularly from tissues, leading to low reproducibility, variation between antibody lots, and inefficient Enhancer identification."	--	--	--	>2KB	
E_02_215	28213503	--	mm10	chr11	44386118	44393090	Mouse	WT Cells	Low throughput	"ChIP-seq,RT-PCR,Western Blot,ELISA"	Enhancer	"we using chromatin immunoprecipitation followed by DNA sequencing (ChIP-seq), we find that IL-10 induces highly dynamic alterations in Enhancer activation that are associated with alterations in transcription of IL-10 targets."	Cxcl2	Inflammatory	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_216	28262751	--	mm10	chr4	97123309	97712957	Mouse	Embryonic Fibroblast	Low throughput	"ChIP-seq,Western blot"	Enhancer	"Representative screenshot depicting clusters of Enhancers with different sensitivities to Smarcb1 or Smarca4 loss (red highlights high sensitivity, blue highlights low sensitivity)."	Nfia	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_02_217	28335007	--	mm10	chr5	9034150	9036900	Mouse	Hepa 1-6	Low throughput	"ChIP-seq,qPCR,Knockout mice,4C-seq,Hi-C "	Super-Enhancer	Pancreatic lncRNAs were assembled and identified by RNA-seq data of pancreas and Enhancers were identified by H3K27ac ChIP-seq of pancreas.	"Steap4,Slc25A40,Dbf4,Abcb1a,Rundc3b,Abcb4,Crot,Dmtf1"	--	--	--	Enhancer-associated circadian lncRNAs mark the genomic loci modulating long-range circadian gene regulation and shed new lights on the evolutionary origin of lncRNAs.	"4C-seq,qPCR,CRISPR/Cas9"	"With circular chromosome conformation capture sequencing (4C-seq),we showed that lnc-Crot locus interacts with the circadian oscillating genes,One such circadian lncRNA termed lnc-Crot led us to identify a Super-Enhancer region interacting with a cluster of genes involved in circadian regulation of metabolism through longrange interactions."	"Arntl,Nr1d2"	"ChIP-seq,RNA-seq,Knockout mice"	"We defined BMAL1 and REV-ERB  binding sites from two sets of BMAL1 ChIP-seq studies and two sets of REV-ERB  ChIP-seq data in mouse liver respectively, resulting in 8001 BMAL1and 17545REV-ERB  binding sites.Atotal of 259 (43%) circadian lncRNA clusters contain either BMAL1 or REV-ERB  binding sites.For each lncRNA cluster, we quantified its expression in the BMAL1 knockout and WT mouse livers at CT0 and CT12 using our RNA-seq data.This suggested that circadian lncRNAs were regulated by these two master circadian TFs in the similar way as circadian protein coding genes."	--	--	--	>2KB	
E_02_218	28335007	--	mm10	chr5	9037806	9041881	Mouse	Hepa 1-6	Low throughput	"ChIP-seq,qPCR,Knockout mice,5C-seq,Hi-C"	Super-Enhancer	Pancreatic lncRNAs were assembled and identified by RNA-seq data of pancreas and Enhancers were identified by H3K27ac ChIP-seq of pancreas.	"Steap4,Slc25A40,Dbf4,Abcb1a,Rundc3b,Abcb4,Crot,Dmtf1"	--	--	--	Enhancer-associated circadian lncRNAs mark the genomic loci modulating long-range circadian gene regulation and shed new lights on the evolutionary origin of lncRNAs.	"4C-seq,qPCR,CRISPR/Cas9"	"With circular chromosome conformation capture sequencing (4C-seq),we showed that lnc-Crot locus interacts with the circadian oscillating genes,One such circadian lncRNA termed lnc-Crot led us to identify a Super-Enhancer region interacting with a cluster of genes involved in circadian regulation of metabolism through longrange interactions."	"Arntl,Nr1d2"	"ChIP-seq,RNA-seq,Knockout mice"	"We defined BMAL1 and REV-ERB  binding sites from two sets of BMAL1 ChIP-seq studies and two sets of REV-ERB  ChIP-seq data in mouse liver respectively, resulting in 8001 BMAL1and 17545REV-ERB  binding sites.Atotal of 259 (43%) circadian lncRNA clusters contain either BMAL1 or REV-ERB  binding sites.For each lncRNA cluster, we quantified its expression in the BMAL1 knockout and WT mouse livers at CT0 and CT12 using our RNA-seq data.This suggested that circadian lncRNAs were regulated by these two master circadian TFs in the similar way as circadian protein coding genes."	--	--	--	>2KB	
