label	chr	pos1	pos2	type	elem	id	flank_side	elements	strand	ENdb_id	jiang_TEs	jiang_SEs	tonekaboni_COREs_h1	barakat_naive_CSS_RPP	barakat_primed_CSS_RPP	barakat_naive_SE	barakat_primed_SE	kunarso_CTCF_peaks	kunarso_NANOG_peaks	kunarso_OCT4_peaks	HACER_GRO_seq	lu_active_RNAseq	wang_id	wang_state	zhang_RNAseq_rank	goke_id	goke_stage	carter_ltr_subfamily	ATAC_seq_peaks	H1_ChromHMM	H1_CIS	endo_ChromHMM	endo_CIS
solo:LTR7C_LTR7B:1237	chrX	90704649	90706487	solo	LTR7C_LTR7B	1237	NA	2	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C_LTR7B:1281	chrY	4286810	4288647	solo	LTR7C_LTR7B	1281	NA	2	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C_LTR7B:189	chr1	246684667	246686896	solo	LTR7C_LTR7B	189	NA	2	+	NA	TE_00_03407339, TE_02_12401794, TE_02_34103675, TE_00_00304786, TE_00_03506164, TE_01_06908476, TE_01_07211673, TE_01_07606426, TE_01_09204866, TE_02_15000624, TE_02_21000279, TE_02_21100988, TE_02_24007369, TE_02_28414183, TE_02_29701637, TE_02_30402149, TE_02_31202405, TE_02_36702442, TE_02_36802389, TE_02_42102085, TE_01_07902533, TE_02_20500249, TE_02_23700928, TE_02_24100770, TE_02_24202436	Sample_00_031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C_LTR7B:68	chr11	2331243	2339200	solo	LTR7C_LTR7B	68	NA	2	-	NA	TE_00_02218210, TE_00_02415616, TE_01_00614679, TE_01_01212678, TE_01_02116337, TE_01_02414510, TE_01_02510551, TE_01_03610334, TE_01_03809092, TE_01_03910831, TE_01_05207918, TE_01_05620679, TE_01_06108966, TE_01_06416904, TE_02_00214167, TE_02_02608821, TE_02_03221218, TE_02_03829633, TE_02_03912471, TE_02_04411416, TE_02_04820422, TE_02_05002944, TE_02_05615233, TE_02_06813852, TE_02_06927219, TE_02_07202232, TE_02_07310058, TE_02_10408992, TE_02_12401236, TE_02_17123098, TE_02_17229393, TE_02_17517783, TE_02_17719030, TE_02_23715146, TE_02_24609617, TE_02_24716578, TE_02_28424640, TE_02_32309658, TE_02_33712712, TE_02_35209449, TE_02_35510582, TE_02_35612050, TE_02_38010972, TE_02_39511180, TE_02_39622839, TE_02_40313400, TE_02_41701432, TE_02_43110567, TE_02_32506045	NA	NA	210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZNF-Rpts, ReprPCWk	cont_ReprPC_Biv	ZNF-Rpts, Het	cont_Het_Rpts
solo:LTR7C_LTR7B:808	chr4	23496360	23496860	solo	LTR7C_LTR7B	808	NA	2	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Het_Rpts	NA	NA
solo:LTR7C:1001	chr7	111850496	111850929	solo	LTR7C	1001	NA	1	+	NA	TE_02_03104909, TE_02_28607064, TE_02_31202534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TxWk	cont_TxWk_EnhWk	NA	NA
solo:LTR7C:1005	chr7	118580726	118581193	solo	LTR7C	1005	NA	1	-	NA	TE_02_17611373, TE_02_25204416, TE_02_31008030, TE_02_33003821, TE_02_25402083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1012	chr7	146688333	146688762	solo	LTR7C	1012	NA	1	-	NA	TE_01_05004615, TE_02_14406929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1022	chr7	36659793	36660261	solo	LTR7C	1022	NA	1	+	NA	TE_00_01201250, TE_00_02302846, TE_00_02408168, TE_00_03507127, TE_00_03605903, TE_01_01805336, TE_01_01900654, TE_01_02404659, TE_01_02905192, TE_01_03301775, TE_01_03405591, TE_01_03609354, TE_01_03704086, TE_01_05602328, TE_01_06304509, TE_01_07214590, TE_01_08910842, TE_02_00901555, TE_02_01801413, TE_02_01905418, TE_02_02103703, TE_02_03218733, TE_02_03316095, TE_02_03602426, TE_02_03806138, TE_02_03900314, TE_02_04005309, TE_02_04207295, TE_02_04306241, TE_02_04602935, TE_02_04805334, TE_02_04902680, TE_02_05405316, TE_02_05505995, TE_02_06508799, TE_02_06708099, TE_02_08409660, TE_02_08507781, TE_02_09306778, TE_02_09908044, TE_02_10713580, TE_02_10809012, TE_02_11300748, TE_02_12404602, TE_02_12501590, TE_02_15001788, TE_02_15108865, TE_02_15803770, TE_02_16404288, TE_02_16502702, TE_02_16606209, TE_02_16702438, TE_02_17705873, TE_02_17904858, TE_02_19804144, TE_02_20909960, TE_02_22805825, TE_02_24004876, TE_02_24101225, TE_02_25906505, TE_02_26410923, TE_02_27002082, TE_02_28506751, TE_02_28605669, TE_02_30009160, TE_02_31115898, TE_02_31703537, TE_02_32803082, TE_02_33002280, TE_02_35404651, TE_02_35507683, TE_02_35803579, TE_02_39805121, TE_02_40107169, TE_02_40504248, TE_02_42206782, TE_02_42308427, TE_02_42406010, TE_02_42807644, TE_02_43306310, TE_00_01004939, TE_00_02005261, TE_01_04111263, TE_01_05500061, TE_01_05700061, TE_01_05802339, TE_01_07906105, TE_01_08400770, TE_02_00800242, TE_02_01200037, TE_02_05601630, TE_02_05701451, TE_02_05801554, TE_02_06000806, TE_02_07302609, TE_02_08100490, TE_02_10102303, TE_02_10300258, TE_02_10401515, TE_02_10501743, TE_02_11009802, TE_02_11107633, TE_02_11200322, TE_02_11602894, TE_02_17103570, TE_02_17206457, TE_02_17500640, TE_02_17800416, TE_02_23700540, TE_02_24200529, TE_02_26700089, TE_02_28005899, TE_02_28100734, TE_02_30500460, TE_02_31801905, TE_02_34600782, TE_02_36401939, TE_02_37002431, TE_02_39501109, TE_02_39700359, TE_02_40202243, TE_02_42604150, TE_02_42700969, TE_03_00807370	Sample_01_051, Sample_01_045, Sample_02_010, Sample_02_011, Sample_02_013, Sample_02_024, Sample_02_074, Sample_02_114, Sample_02_133, Sample_02_173, Sample_02_236, Sample_02_268, Sample_00_009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EnhA2	cont_Low_EnhWk	EnhA1, EnhA2	cont_EnhA, cont_Low_TssBiv
solo:LTR7C:1023	chr7	37551382	37551816	solo	LTR7C	1023	NA	1	-	NA	TE_00_01009948, TE_00_02408706, TE_00_03108027, TE_01_05104303, TE_01_08700908, TE_02_03619002, TE_02_03805984, TE_02_03910950, TE_02_04001304, TE_02_04310967, TE_02_29404032, TE_02_30702733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	EnhWk	cont_Low_EnhWk	NA	NA
solo:LTR7C:1029	chr7	46769232	46769677	solo	LTR7C	1029	NA	1	+	NA	TE_01_01804214, TE_01_05600615, TE_01_07001907, TE_01_07304595, TE_01_07512840, TE_01_07606354, TE_01_07704474, TE_01_08600516, TE_02_09300582, TE_02_17234667, TE_02_18400160, TE_02_26100932, TE_02_26200769, TE_02_28001783, TE_02_40200557, TE_02_18500017	Sample_02_086, Sample_02_181, Sample_02_301, Sample_02_316, Sample_02_183, Sample_02_364	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_12782	NA	NA	NA	NA	NA	NA	NA	NA	ZNF-Rpts	cont_Het_Rpts	Het	cont_Low_TssBiv
solo:LTR7C:1035	chr7	64679075	64679138	solo	LTR7C	1035	NA	1	-	NA	TE_01_02000380, TE_02_05900553, TE_02_06000144, TE_02_11800056, TE_02_11900509, TE_02_12301257, TE_02_12800132, TE_02_21300977, TE_02_24700304, TE_02_28800798, TE_02_40300659, TE_02_43209635	Sample_01_055, Sample_01_067, Sample_02_031, Sample_02_034, Sample_02_035, Sample_02_058, Sample_02_348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HERVH_594	moderately	NA	NA	NA	NA	NA	TxWk	cont_Het_Rpts_strongest	NA	NA
solo:LTR7C:1043	chr7	84823106	84823571	solo	LTR7C	1043	NA	1	+	NA	TE_01_03904624, TE_02_06512139, TE_02_22404330, TE_02_24707223, TE_02_25504066, TE_02_33413794, TE_02_14405748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:105	chr1	166471417	166471848	solo	LTR7C	105	NA	1	+	NA	TE_02_04014843, TE_02_04818599, TE_02_20703387, TE_02_28505970, TE_02_28607820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1056	chr8	115709935	115710372	solo	LTR7C	1056	NA	1	+	NA	NA	Sample_02_394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ZNF-Rpts, Het	cont_Het_Rpts	NA	NA
solo:LTR7C:1060	chr8	124897368	124897795	solo	LTR7C	1060	NA	1	-	NA	TE_01_02305272, TE_02_04011410, TE_02_18504038, TE_02_25708756, TE_01_04404542, TE_02_00300245, TE_02_10502428, TE_02_33602496, TE_02_43107146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1064	chr8	134922655	134923091	solo	LTR7C	1064	NA	1	-	NA	TE_00_02407247, TE_01_03908887, TE_02_25809455, TE_02_28423593, TE_02_35513547, TE_02_35916423, TE_01_02102433, TE_02_03809414, TE_02_03904270, TE_02_24403513, TE_02_32211710, TE_02_33002984, TE_02_35405136, TE_02_36002415, TE_02_36203695, TE_02_36400875, TE_02_38300037, TE_02_17215013	Sample_02_363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ReprPCWk	cont_Het_Rpts	ReprPCWk	cont_Low_TssBiv
solo:LTR7C:1068	chr8	137227736	137228202	solo	LTR7C	1068	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_13346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:107	chr1	168865664	168866103	solo	LTR7C	107	NA	1	-	NA	TE_02_17005039, TE_02_31810432, TE_00_04100202, TE_01_07203519, TE_01_08501687, TE_02_16801079, TE_02_32200231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1071	chr8	15925931	15926346	solo	LTR7C	1071	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1082	chr8	39580223	39580641	solo	LTR7C	1082	NA	1	-	NA	TE_00_02404658, TE_01_03706827, TE_01_06403158, TE_01_06605685, TE_02_03806934, TE_02_08403502, TE_02_08504170, TE_02_08616020, TE_02_08803645, TE_02_09103742, TE_02_09203785, TE_02_11404447, TE_02_12401616, TE_02_15010080, TE_02_17702197, TE_02_19600068, TE_02_20200469, TE_02_20301601, TE_02_20400608, TE_02_20801228, TE_02_23708870, TE_02_24209427, TE_02_24403990, TE_02_28104764, TE_02_31111535, TE_02_31608670, TE_02_33615178, TE_02_35808831, TE_02_38106914, TE_02_38205668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Het_Rpts	Het	cont_Het_Rpts
solo:LTR7C:109	chr1	171371955	171372388	solo	LTR7C	109	NA	1	+	NA	TE_00_00404032, TE_01_00102668, TE_01_00202292, TE_01_01819175, TE_01_04608207, TE_01_06917571, TE_01_07003291, TE_01_07214584, TE_01_07305517, TE_01_08605127, TE_01_09217609, TE_02_00207799, TE_02_02006350, TE_02_08613638, TE_02_08707993, TE_02_09607289, TE_02_14408633, TE_02_16608647, TE_02_16709034, TE_02_24605390, TE_02_25607253, TE_02_25708739, TE_02_28005428, TE_02_28608889, TE_02_35012642, TE_02_36306951, TE_02_39905633, TE_02_40102655, TE_02_23711421, TE_02_32602265	Sample_02_325, Sample_02_327	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_330, GSE64758_54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1090	chr8	5290231	5290697	solo	LTR7C	1090	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1109	chr8	87082039	87082447	solo	LTR7C	1109	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Het	cont_Het_Rpts_strong	NA	NA
solo:LTR7C:1111	chr8	89755838	89756273	solo	LTR7C	1111	NA	1	+	NA	TE_00_00408162, TE_01_03300302, TE_01_05302541, TE_01_05502330, TE_01_05702330, TE_02_00200184, TE_02_01201115, TE_02_01300309, TE_02_02000725, TE_02_03601615, TE_02_06504360, TE_02_06704202, TE_02_11500852, TE_02_11605646, TE_02_15002350, TE_02_15103633, TE_02_16600667, TE_02_16700634, TE_02_17702527, TE_02_17803534, TE_02_24600140, TE_02_26001033, TE_02_26701802, TE_02_32003285, TE_02_33606104, TE_02_35400798, TE_02_36704803, TE_02_39802169, TE_02_40201597, TE_02_41504495, TE_02_42200845, TE_02_43301579, TE_03_01402821, TE_01_08800843, TE_02_32102599	Sample_02_011, Sample_02_268, Sample_02_323, Sample_02_081, Sample_02_213, Sample_02_010, Sample_02_110, Sample_02_172, Sample_02_173, Sample_02_301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TssFlnk	cont_Tss_noEnh	NA	NA
solo:LTR7C:1119	chr8_KI270822v1_alt	330840	331258	solo	LTR7C	1119	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1129	chr9	105435286	105435702	solo	LTR7C	1129	NA	1	-	NA	TE_02_07200653, TE_02_25403719, TE_02_30704141, TE_02_37102708, TE_00_01403786, TE_01_03803565, TE_01_07600057, TE_02_18300401, TE_02_29602480, TE_02_32501541, TE_02_32602336, TE_02_32701494, TE_02_36700117, TE_02_36800166	Sample_02_210, Sample_02_211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1138	chr9	15786586	15787054	solo	LTR7C	1138	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
solo:LTR7C:1146	chr9	3900860	3901293	solo	LTR7C	1146	NA	1	+	E_01_290	TE_01_05207839, TE_02_14406598, TE_02_25605045, TE_02_33704089, TE_02_01201758, TE_02_08000728, TE_02_09300864, TE_02_11100591, TE_02_13300355, TE_02_17101771, TE_02_17203922, TE_02_17307663, TE_02_17505679, TE_02_20905996, TE_02_22203128, TE_02_24300525, TE_02_26402288, TE_02_26507939, TE_02_30104981, TE_02_41915395, TE_00_02000866	Sample_01_056, Sample_02_110, Sample_02_112, Sample_02_107, Sample_02_114, Sample_02_138, Sample_02_397, Sample_02_408, Sample_02_409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1168	chrX	114047518	114047965	solo	LTR7C	1168	NA	1	-	NA	TE_02_04200512, TE_02_32800680, TE_02_03804242, TE_02_04306017, TE_02_12400069	Sample_02_017, Sample_02_065, Sample_00_013, Sample_01_033, Sample_02_125, Sample_02_036, Sample_02_114	NA	NA	NA	present	present	NA	NA	NA	GSE41009_14688	NA	NA	NA	NA	NA	NA	NA	1	EnhG2	cont_Tss_noEnh	TssA, TssFlnkU	cont_Tx_EnhG1
solo:LTR7C:1174	chrX	1232774	1232986	solo	LTR7C	1174	NA	1	-	NA	TE_01_02506919, TE_01_04304129, TE_01_04408095, TE_02_03112904, TE_02_17604949, TE_02_22105960, TE_02_22304053, TE_02_22505203, TE_02_22604850, TE_00_04504966, TE_02_03400658, TE_02_03500904, TE_02_12801361, TE_02_24704724, TE_02_33303928, TE_02_34200727, TE_02_34800361, TE_02_34900495	Sample_00_024, Sample_02_043, Sample_02_081, Sample_02_124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1177	chrX	13741568	13742016	solo	LTR7C	1177	NA	1	-	NA	TE_00_00505547, TE_00_00702111, TE_00_00801318, TE_00_02701084, TE_00_03902756, TE_00_04401628, TE_01_04304533, TE_02_08007771, TE_02_12405830, TE_02_12710875, TE_02_13104653, TE_02_22208637, TE_02_23408654, TE_02_28802944, TE_00_04301929, TE_01_04000685, TE_01_05301609, TE_01_07403202, TE_01_07703187, TE_01_08404385, TE_01_08501925, TE_01_08902290, TE_02_01602339, TE_02_11700682, TE_02_11800954, TE_02_12101276, TE_02_12300578, TE_02_16809173, TE_02_17002900, TE_02_17202557, TE_02_21300318, TE_02_23201872, TE_02_23300634, TE_02_32002172, TE_02_32104417, TE_02_34303899, TE_02_43102904, TE_01_02000023, TE_01_03000950, TE_01_05400733, TE_02_14400094, TE_02_16900959, TE_02_33400695	Sample_00_009, Sample_01_055, Sample_02_122, Sample_02_362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TxWk, EnhA2	cont_Tx_EnhG1	TxWk	cont_Tx_EnhG2
solo:LTR7C:1190	chrX	2187575	2188047	solo	LTR7C	1190	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1191	chrX	22404351	22404814	solo	LTR7C	1191	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1195	chrX	278907	279378	solo	LTR7C	1195	NA	1	-	NA	TE_00_01201192, TE_01_00602965, TE_01_01203958, TE_01_03903832, TE_01_04003403, TE_01_05509560, TE_01_05709560, TE_01_06404354, TE_02_04002234, TE_02_04201600, TE_02_04401479, TE_02_11702702, TE_02_11901447, TE_02_13902017, TE_02_24705779, TE_02_25201876, TE_02_25401771, TE_02_25803186, TE_02_28608861, TE_02_33000672, TE_02_33205205, TE_02_33303582, TE_02_33405716, TE_02_34303322, TE_02_34404121, TE_02_36502061, TE_02_39701097, TE_02_40703601, TE_02_42207812, TE_02_43309450, TE_03_00404665, TE_03_01005103, TE_00_00317340, TE_00_00709332, TE_00_01901659, TE_00_02513805, TE_00_03507615, TE_00_03906810, TE_01_03704161, TE_01_08404635, TE_02_01903049, TE_02_03901253, TE_02_04301917, TE_02_04604015, TE_02_06404729, TE_02_08707532, TE_02_11401714, TE_02_12801326, TE_02_20701118, TE_02_32310111, TE_02_34201003, TE_02_36202961, TE_00_04202423, TE_00_04308138, TE_01_03800923, TE_02_03201113, TE_02_23601889, TE_02_24102142, TE_02_28500591, TE_02_35301411, TE_03_00700206, TE_03_00800317, TE_03_00900406, TE_03_01300346, TE_03_01400507, TE_03_01500171, TE_03_01600789	Sample_02_017, Sample_00_024, Sample_02_015, Sample_02_036, Sample_02_038, Sample_02_396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1204	chrX	35496730	35497163	solo	LTR7C	1204	NA	1	+	NA	TE_00_00324950, TE_01_03602441, TE_02_08002256, TE_02_08206272, TE_02_08303245, TE_02_08404394, TE_02_08505317, TE_02_08609419, TE_02_39700324	Sample_02_114	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_15090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1211	chrX	46067011	46067440	solo	LTR7C	1211	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1222	chrX	697038	697420	solo	LTR7C	1222	NA	1	-	NA	TE_02_33207275, TE_02_33405946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1252	chrY	11952126	11952678	solo	LTR7C	1252	NA	2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1253	chrY	1232774	1232986	solo	LTR7C	1253	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1258	chrY	13164492	13164891	solo	LTR7C	1258	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GSE41009_15630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1261	chrY	14475263	14475701	solo	LTR7C	1261	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1265	chrY	16174445	16174932	solo	LTR7C	1265	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1268	chrY	16410415	16410902	solo	LTR7C	1268	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1274	chrY	2187575	2188047	solo	LTR7C	1274	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1279	chrY	278907	279378	solo	LTR7C	1279	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:1288	chrY	697038	697420	solo	LTR7C	1288	NA	1	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:13	chr10	17376961	17377401	solo	LTR7C	13	NA	1	+	NA	TE_02_33002002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:131	chr11	97446835	97447224	solo	LTR7C	131	NA	1	+	NA	TE_02_08203596, TE_02_38208659, TE_02_03803217, TE_02_08300978, TE_02_08401067, TE_02_08502626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:134	chr11_JH159136v1_alt	134144	134586	solo	LTR7C	134	NA	1	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
solo:LTR7C:138	chr1	20612288	20613001	solo	LTR7C	138	NA	2	+	NA	TE_00_01107151, TE_00_01509896, TE_00_02106041, TE_00_02309096, TE_01_03301801, TE_01_03709205, TE_01_04602186, TE_01_05504662, TE_01_05704662, TE_01_06605491, TE_01_07407462, TE_01_07507376, TE_01_07707320, TE_01_08307078, TE_01_08908667, TE_02_00209087, TE_02_01108534, TE_02_04717755, TE_02_05202775, TE_02_06802488, TE_02_08613345, TE_02_09507659, TE_02_09606601, TE_02_10604961, TE_02_14102511, TE_02_14302463, TE_02_17905038, TE_02_18003625, TE_02_18104791, TE_02_19200777, TE_02_19802516, TE_02_20002199, TE_02_22804551, TE_02_24606302, TE_02_25305976, TE_02_29407582, TE_02_29607576, TE_02_29707662, TE_02_31110213, TE_02_31210271, TE_02_31410842, TE_02_31814677, TE_02_34107708, TE_02_35305316, TE_02_35404671, TE_02_35504467, TE_02_35602949, TE_02_35803282, TE_02_40406425, TE_02_40502525, TE_02_40803616, TE_02_42106178, TE_02_42303057, TE_02_42404861, TE_02_42906701, TE_00_01400311, TE_00_03100994, TE_00_03406081, TE_00_03503439, TE_01_00602463, TE_01_01204592, TE_01_01802114, TE_01_01902547, TE_01_02700892, TE_01_02904292, TE_01_03400394, TE_01_03601387, TE_01_04105295, TE_01_04500231, TE_01_05602377, TE_01_05901941, TE_01_06302102, TE_01_06901404, TE_01_07208514, TE_01_07304234, TE_01_07611481, TE_01_07806598, TE_01_07904901, TE_01_08106336, TE_01_08705736, TE_02_00500513, TE_02_00800522, TE_02_01003933, TE_02_01204026, TE_02_01303294, TE_02_02101630, TE_02_05300773, TE_02_05401501, TE_02_05501923, TE_02_05701867, TE_02_06303121, TE_02_06900081, TE_02_07302348, TE_02_07401675, TE_02_08704939, TE_02_08906645, TE_02_09204806, TE_02_09701418, TE_02_09900391, TE_02_10501622, TE_02_10700760, TE_02_10803154, TE_02_11000052, TE_02_11101075, TE_02_13300940, TE_02_15105877, TE_02_15700234, TE_02_15801081, TE_02_16000662, TE_02_16405264, TE_02_16503825, TE_02_16601619, TE_02_16700060, TE_02_17106198, TE_02_17207200, TE_02_17301728, TE_02_17502010, TE_02_17702456, TE_02_17800368, TE_02_18800386, TE_02_20904019, TE_02_21006291, TE_02_21500200, TE_02_22901355, TE_02_23001136, TE_02_23604000, TE_02_23705879, TE_02_24003006, TE_02_24104339, TE_02_24204452, TE_02_24305063, TE_02_25703610, TE_02_26100294, TE_02_26200340, TE_02_26300304, TE_02_26500488, TE_02_26700396, TE_02_26801585, TE_02_27000199, TE_02_28100631, TE_02_28201564, TE_02_29501938, TE_02_30106495, TE_02_30504764, TE_02_31700411, TE_02_32500159, TE_02_32600158, TE_02_32801043, TE_02_35200967, TE_02_38004299, TE_02_39602966, TE_02_39800505, TE_02_39900207, TE_02_40000476, TE_02_40100487, TE_02_41500666, TE_02_41903004, TE_02_42601800, TE_02_42700733, TE_02_42802272, TE_02_43005627, TE_03_00404171, TE_03_00503875, TE_03_00700825, TE_03_00801272, TE_03_00902717, TE_03_01004369, TE_03_01302861, TE_03_01403514, TE_03_01501052, TE_03_01603585, TE_02_05600490, TE_02_11600625	Sample_01_082, Sample_02_009, Sample_02_101, Sample_02_104, Sample_02_113, Sample_02_124, Sample_02_155, Sample_02_161, Sample_02_182, Sample_02_264, Sample_02_274, Sample_02_327, Sample_01_058, Sample_02_082, Sample_02_083, Sample_02_084, Sample_02_085, Sample_02_112, Sample_02_280, Sample_02_402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TxWk	cont_TxWk_EnhWk	NA	NA
